"","domain","tote_seite","catkey","category"
"12972","www.suizidpraevention-hildesheim.de",NA,NA,"N"
"12973","www.musikzugfredelsloh.de",NA,NA,NA
"12974","www.energiehaus.de",NA,NA,NA
"12975","www.steuerberater-schlueter.de",NA,NA,NA
"12976","www.sce-rotweiss.de",NA,NA,"N"
"12977","www.zahnaerzteforum.de",NA,NA,NA
"12978","www.wochenmarkt-hannover.de",NA,NA,NA
"12979","www.elternhaus-goettingen.de",NA,NA,"N"
"12980","www.bipoli.de",NA,NA,"N"
"12981","www.zulassen.de",NA,NA,NA
"12982","www.mtv-altendorf.de",NA,NA,NA
"12983","www.ruf-hubertus.de",NA,NA,NA
"12984","www.bridgeverein.de",NA,NA,"N"
"12985","lang.bridgeverein.de",NA,NA,"N"
"12986","www.hohe-tied.de",NA,NA,NA
"12987","www.biu-hannover.de",NA,NA,NA
"12988","www.academiabaltica.de",NA,NA,NA
"12989","www.heckenrose-peine.de",NA,NA,NA
"12990","www.psychotherapiepraxis.de",NA,NA,NA
"12991","www.ifak-goettingen.de",NA,NA,NA
"12992","www.ewbund.de",NA,NA,"N"
"12993","www.smc-albatros-ellerau.de",NA,NA,NA
"12994","www.forum-info.de",NA,NA,NA
"12995","www.segeberger-tafel.de",NA,NA,"N"
"12996","www.maedchentreff-bielefeld.de",NA,NA,"N"
"12997","www.geburtshaus-kassel.de",NA,NA,NA
"12998","www.avgothia.de",NA,NA,NA
"12999","www.maedchenwelten.de",NA,NA,NA
"13000","www.verbunt-netzwerk.de",NA,NA,NA
"13001","www.ravensberger-regenbogen.de",NA,NA,NA
"13002","www.romantikmuseum-marburg.de",NA,NA,NA
"13003","www.zdk-hamburg.de",NA,NA,"N"
"13004","www.dakits.de",NA,NA,"N"
"13005","www.asmussenhaus.de",NA,NA,NA
"13006","www.plm-schleswig-holstein.de",NA,NA,NA
"13007","www.drk-wetzlar.de",NA,NA,"N"
"13008","www.leinebagger.de",NA,NA,NA
"13009","www.schunterkino.de",NA,NA,NA
"13010","www.lebenshilfe-springe.de",NA,NA,NA
"13011","www.nanofilm.de",NA,NA,NA
"13012","www.luftsportverein-nordfriesland.de",NA,NA,"N"
"13013","www.goethe-gesellschaft-berlin.de",NA,NA,NA
"13014","www.rekis-strausberg.de",NA,NA,NA
"13015","www.vfh-online.de",NA,NA,NA
"13016","www.lohnerhof.de",NA,NA,"N"
"13017","www.bildungsoffensive.org",NA,NA,NA
"13018","www.dgfkt.de",NA,NA,NA
"13019","www.northbrigade.de",NA,NA,NA
"13020","www.christengemeinde-leverkusen.de",NA,NA,NA
"13021","www.umbruch-bildarchiv.de",NA,NA,NA
"13022","www.freie-kleingaerten-in-berlin.de",NA,NA,NA
"13023","www.heimstatt-bonn.de",NA,NA,"N"
"13024","www.kinderschutzbund-siegen.de",NA,NA,"N"
"13025","www.dharmashop.de",NA,NA,NA
"13026","www.waldschulecappenberg.de",NA,NA,NA
"13027","www.kinderschutzbund-hagen.de",NA,NA,"N"
"13028","www.de-integro.de",NA,NA,NA
"13029","www.eiserner-virus.de",NA,NA,NA
"13030","www.zmt.de",NA,NA,NA
"13031","www.talklang.de",NA,NA,NA
"13032","www.trauerhilfe-dueren.de",NA,NA,NA
"13033","www.kolping-reisen.de",NA,NA,NA
"13034","www.stadtmission-wesel.de",NA,NA,NA
"13035","www.kreuzbund-dv-koeln.de",NA,NA,NA
"13036","www.studentendorf.de",NA,NA,NA
"13037","www.gmvd.de",NA,NA,NA
"13038","www.pro-gl.de",NA,NA,NA
"13039","www.bbn-online.de",NA,NA,NA
"13040","www.nyingmazentrum.de",NA,NA,NA
"13041","www.eilendorfer-tv.de",NA,NA,NA
"13042","www.tanzsportclub-erftstadt.de",NA,NA,NA
"13043","www.aktioncourage.org",NA,NA,NA
"13044","www.helpinternational.de",NA,NA,"N"
"13045","www.besser-leben-in-lichtenberg.de",NA,NA,NA
"13046","www.transparency.de",NA,NA,NA
"13047","www.schuetzenverein-werries.de",NA,NA,"N"
"13048","www.studio1online.de",NA,NA,"N"
"13049","hechtsheim.de",NA,NA,NA
"13050","www.amberco.de",NA,NA,NA
"13051","www.fcmission.de",NA,NA,NA
"13052","www.grolu.de",NA,NA,NA
"13053","gv-frohsinn-rot.de",NA,NA,NA
"13054","www.innoplanta.com",NA,NA,NA
"13055","www.kinderstunksitzung.de",NA,NA,NA
"13056","www.fimitic.org",NA,NA,NA
"13057","www.waldbauverein-pruem.de",NA,NA,"N"
"13058","www.oelbergkinderchor.de",NA,NA,NA
"13059","www.playline.de",NA,NA,NA
"13060","www.bsr-sachverstaendige.de",NA,NA,NA
"13061","www.lino-club.de",NA,NA,NA
"13062","www.aubet.de",NA,NA,NA
"13063","www.torhaus-nord.de",NA,NA,NA
"13064","jugendweihe-schwerin.de",NA,NA,NA
"13065","www.ef-soest.de",NA,NA,NA
"13066","www.ssg-ronsdorf.de",NA,NA,NA
"13067","www.nvl.de",NA,NA,NA
"13068","www.buergerbahn-statt-boersenbahn.de",NA,NA,NA
"13069","www.von-kindern-fuer-kinder.de",NA,NA,NA
"13070","www.gronmayer.com",NA,NA,NA
"13071","www.dme-ev.de",NA,NA,NA
"13072","www.privat-musikkapelle.de",NA,NA,NA
"13073","modellbaugemeinschaft-klausdorf.de.tl",NA,NA,NA
"13074","www.tennisbuxtehude.de",NA,NA,NA
"13075","www.montessori-kinderladen.de",NA,NA,NA
"13076","www.fkk-125-hh.de",NA,NA,NA
"13077","www.lasertag-kaki-ev.de",NA,NA,NA
"13078","www.schotterblume.de",NA,NA,NA
"13079","www.holm-rueger.de",NA,NA,NA
"13080","www.svburgsteinfurt.de",NA,NA,NA
"13081","www.dfv-nrw.de",NA,NA,NA
"13082","www.samurai-kampfsport-bam.ev.de",NA,NA,NA
"13083","www.herzasmaxdorf.de",NA,NA,NA
"13084","www.tcbw-kamp-lintfort.de",NA,NA,NA
"13085","www.srpska-crkva-dortmund.de",NA,NA,NA
"13086","www.g-a-r-a-g-e.com",NA,NA,NA
"13087","liederkranz-neuwiedermuss.de",NA,NA,"N"
"13088","www.sternderhoffnung.de",NA,NA,NA
"13089","www.tos.info",NA,NA,NA
"13090","www.bwg-gewichtheben.de",NA,NA,NA
"13091","www.alzheimer-bochum.de",NA,NA,NA
"13092","www.auszeiten-frauenarchiv.de",NA,NA,NA
"13093","www.theomobil.de",NA,NA,NA
"13094","www.reinit.de",NA,NA,NA
"13095","www.rosenthaler-vorstadt.de",NA,NA,NA
"13096","www.bshl.de",NA,NA,NA
"13097","www.baltic-ev.de",NA,NA,NA
"13098","dresden.aidshilfe.de",NA,NA,"N"
"13099","www.freundeskreis-horizont-torgau.de",NA,NA,NA
"13100","www.cetex.de",NA,NA,NA
"13101","www.asgtria-hockenheim.de",NA,NA,"N"
"13102","www.bremer-heimpflege.de",NA,NA,NA
"13103","www.quetzal-leipzig.de",NA,NA,NA
"13104","www.tanzwerkstatt-aurich.de",NA,NA,NA
"13105","www.eltern-fuer-integration.de",NA,NA,NA
"13106","www.pan-europe.de",NA,NA,NA
"13107","sallgaster-sportschutzen-ev.business.site",NA,NA,NA
"13108","www.westwerk-hamburg.de",NA,NA,NA
"13109","www.kosa21.de",NA,NA,"N"
"13110","www.visionx-kampfkunst.de",NA,NA,NA
"13111","www.hoerbiko.de",NA,NA,NA
"13112","www.natuerlich-reisen.de",NA,NA,NA
"13113","www.meliclub.de",NA,NA,NA
"13114","www.tierhilfe-sara-lanzarote.com",NA,NA,NA
"13115","www.mgv-rulfingen.de",NA,NA,NA
"13116","www.pc-paerchenclub.de",NA,NA,NA
"13117","www.ini.de",NA,NA,NA
"13118","www.medienhaus.org",NA,NA,NA
"13119","www.dsag.de",NA,NA,NA
"13120","www.gartenverein-oesterlinge.de",NA,NA,"N"
"13121","www.suevia-hd.de",NA,NA,NA
"13122","www.bildungschancen-oldenburg.de",NA,NA,"N"
"13123","www.vwa-ms.de",NA,NA,NA
"13124","www.bmp-tc.com",NA,NA,NA
"13125","www.geheweb.de",NA,NA,NA
"13126","www.george-sgh.de",NA,NA,NA
"13127","www.grokageli.com",NA,NA,NA
"13128","www.bvh.de",NA,NA,NA
"13129","www.mieterverein-chemnitz.de",NA,NA,"N"
"13130","www.thw-bendorf.de",NA,NA,NA
"13131","www.bbk-bundesverband.de",NA,NA,NA
"13132","www.koschka-ev.de",NA,NA,NA
"13133","www.kreuzbund-trier.de",NA,NA,NA
"13134","www.dpg-physik.de",NA,NA,NA
"13135","www.hhn.org",NA,NA,"N"
"13136","www.sanoaev.de",NA,NA,"N"
"13137","aktion-klima.bildungscent.de",NA,NA,NA
"13138","www.krebshilfe.de",NA,NA,"N"
"13139","www.hotel-am-stadion.de",NA,NA,NA
"13140","www.tuv.com",NA,NA,NA
"13141","spielaktion.de",NA,NA,NA
"13142","www.bioindustry.de",NA,NA,NA
"13143","www.inlingua.de",NA,NA,NA
"13144","www.kosovominigolf.com",NA,NA,NA
"13145","www.piratebayadventuregolf.com",NA,NA,NA
"13146","www2.hallagolf.se",NA,NA,NA
"13147","www.hotelsaufdemgolfplatz.com",NA,NA,NA
"13148","www.vg-lohauserholz.de",NA,NA,NA
"13149","www.boxerklub-werne.de",NA,NA,NA
"13150","elbe.bildungscent.de",NA,NA,NA
"13151","www.phvsa.de",NA,NA,NA
"13152","www.kingswoodgolfcentre.co.uk",NA,NA,NA
"13153","www.wirmuessenreden.net",NA,NA,NA
"13154","www.daj.de",NA,NA,NA
"13155","www.sci-d.de",NA,NA,NA
"13156","www.schlaraffia-geraha.de",NA,NA,NA
"13157","www.golfsterne.de",NA,NA,NA
"13158","www.kanalbau.com",NA,NA,NA
"13159","www.trentlock.co.uk",NA,NA,NA
"13160","www.bund-koeln.de",NA,NA,"N"
"13161","www.initiative-aachen.de",NA,NA,NA
"13162","www.gemeinsamev.de",NA,NA,NA
"13163","www.basi.de",NA,NA,NA
"13164","wald.bildungscent.de",NA,NA,NA
"13165","www.gok-ochtendung.de",NA,NA,NA
"13166","www.vdl.de",NA,NA,NA
"13167","www.objektfunk-deutschland.de",NA,NA,NA
"13168","www.jurassicgolf.nl",NA,NA,NA
"13169","www.celtic-manor.com",NA,NA,NA
"13170","www.judithseng.de",NA,NA,NA
"13171","www.stiftung-lebensraum-elbe.de",NA,NA,NA
"13172","www.wissmannshof.de",NA,NA,"K"
"13173","www.berlin.de",NA,NA,NA
"13174","www.klimaschutz.de",NA,NA,NA
"13175","www.drk-eu.de",NA,NA,NA
"13176","klimakunstschule.bildungscent.de",NA,NA,NA
"13177","start-green.net",NA,NA,NA
"13178","macbirdies.de",NA,NA,NA
"13179","kurswechsel.bildungscent.de",NA,NA,NA
"13180","mrmulligan.com",NA,NA,NA
"13181","out-of-bounds.co.uk",NA,NA,NA
"13182","partners-in-leadership.bildungscent.de",NA,NA,NA
"13183","www.dlr.de",NA,NA,NA
"13184","www.kreisverband-der-gartenfreunde-sangerhausen-ev.de",NA,NA,NA
"13185","www.himmerlandgolf.dk",NA,NA,NA
"13186","www.karhard.de",NA,NA,NA
"13187","www.rivenhalloaksgolf.com",NA,NA,NA
"13188","www.carrotmob-macht-schule.de",NA,NA,NA
"13189","bne-brandenburg.bildungscent.de",NA,NA,NA
"13190","www.sportkreis-bernkastel-wittlich.de",NA,NA,NA
"13191","www.bbal.de",NA,NA,NA
"13192","www.bve-online.de",NA,NA,NA
"13193","www.waldklimafonds.de",NA,NA,NA
"13194","www.janun.de",NA,NA,NA
"13195","www.lav-nds.de",NA,NA,NA
"13196","www.vnb.de",NA,NA,NA
"13197","www.naturfreunde-marl.de",NA,NA,NA
"13198","kuenstlergilde-neersen.de",NA,NA,NA
"13199","www.heimatbund.de",NA,NA,NA
"13200","www.aak.de",NA,NA,NA
"13201","www.holzfachschule.de",NA,NA,NA
"13202","www.skiklub-jagertee.de",NA,NA,NA
"13203","www.mac-maniacs-angelbachtal.de",NA,NA,NA
"13204","www.psg-muenster.de",NA,NA,NA
"13205","www.geothermie.de",NA,NA,NA
"13206","www.dg-haustechnik.de",NA,NA,NA
"13207","www.afs-stillen.de",NA,NA,"N"
"13208","www.verhaltenstherapie.de",NA,NA,NA
"13209","www.ssvg.de",NA,NA,NA
"13210","www.fdbr.de",NA,NA,NA
"13211","www.diakonie-zerbst.de",NA,NA,NA
"13212","www.anna-stiftung.com",NA,NA,NA
"13213","www.pianos.de",NA,NA,NA
"13214","www.avp-institut.de",NA,NA,NA
"13215","www.altstadtschmiede.de",NA,NA,NA
"13216","www.tv-utfort-eick.de",NA,NA,NA
"13217","www.topicos.de",NA,NA,NA
"13218","www.innomed-magdeburg.de",NA,NA,NA
"13219","www.boerde.de",NA,NA,NA
"13220","www.isuv.de",NA,NA,NA
"13221","kzv-b361noerdlingen.de.tl",NA,NA,"N"
"13222","www.bigev.de",NA,NA,NA
"13223","www.nienhaus-bernd.de",NA,NA,NA
"13224","wind45.webnode.com",NA,NA,"N"
"13225","www.biersekte.de",NA,NA,NA
"13226","www.bund-junger-naturisten.de",NA,NA,NA
"13227","www.vkm-hildesheim.de",NA,NA,NA
"13228","www.kfz-sachsen-anhalt.de",NA,NA,"N"
"13229","www.proschola.de",NA,NA,NA
"13230","www.bkc-magdeburg.de",NA,NA,NA
"13231","www.hans-luger.de",NA,NA,NA
"13232","www.aif.de",NA,NA,NA
"13233","www.bdla.de",NA,NA,NA
"13234","www.g-t-a.de",NA,NA,NA
"13235","www.gartenfreunde-treptow.de",NA,NA,NA
"13236","www.drudel11.de",NA,NA,NA
"13237","www.bonnerkinemathek.de",NA,NA,NA
"13238","www.frauenorte.net",NA,NA,NA
"13239","www.energiegarten.de",NA,NA,NA
"13240","www.experiment-ev.de",NA,NA,NA
"13241","www.vga-koeln.de",NA,NA,NA
"13242","www.kreuzberg-bonn.de",NA,NA,NA
"13243","www.reformierte-gemeinde.de",NA,NA,NA
"13244","www.vhs-boppard.de",NA,NA,NA
"13245","www.alep-ev.de",NA,NA,NA
"13246","www.augustinuswerk.de",NA,NA,NA
"13247","historie.akaflieg-berlin.de",NA,NA,NA
"13248","www.trysil.kommune.no",NA,NA,NA
"13249","bmbf.wasserfluesse.bildungscent.de",NA,NA,NA
"13250","www.thw-schwalmstadt.de",NA,NA,NA
"13251","www.schueler-scout.de",NA,NA,NA
"13252","www.ostwestfalen-lippe.de",NA,NA,NA
"13253","www.vplt.org",NA,NA,NA
"13254","www.gesundheitstreffpunkt-mannheim.de",NA,NA,"N"
"13255","www.karate-dojo-dortmund.de",NA,NA,NA
"13256","www.vpb.de",NA,NA,NA
"13257","www.littleflowersofchina.org",NA,NA,"N"
"13258","www.bosselverein-bw.de",NA,NA,"N"
"13259","www.verband-wohneigentum.de",NA,NA,NA
"13260","www.strategie.net",NA,NA,NA
"13261","tsg-blau-gold.de",NA,NA,NA
"13262","www.ig-nordland.de",NA,NA,NA
"13263","www.viktoria1904.de",NA,NA,NA
"13264","www.freilichtbuehnealfter.de",NA,NA,NA
"13265","www.hermann-ehlers.de",NA,NA,NA
"13266","www.lebenshilfe-mainz-bingen.de",NA,NA,NA
"13267","www.stiftunggemeinsamhandeln.de",NA,NA,NA
"13268","www.emsland.de",NA,NA,"S"
"13269","www.bonner-tafel.de",NA,NA,"N"
"13270","www.wasserfreundewuppertal.de",NA,NA,"N"
"13271","www.ral.de",NA,NA,NA
"13272","www.geoberuf.de",NA,NA,NA
"13273","www.kinderschutzbund-nrw.de",NA,NA,"N"
"13274","www.fvlr.de",NA,NA,NA
"13275","www.clubaktiv.de",NA,NA,NA
"13276","www.spix-ev.de",NA,NA,NA
"13277","www.proruhrgebiet.de",NA,NA,NA
"13278","www.arbeitsgerichtsverband.de",NA,NA,NA
"13279","www.buecherei-wellinghofen.de",NA,NA,"N"
"13280","www.morbus-osler.de",NA,NA,"N"
"13281","www.heimatkreis.com",NA,NA,NA
"13282","www.lzg-rlp.de",NA,NA,"N"
"13283","www.vkc-koeln.de",NA,NA,NA
"13284","www.stattfuehrer.de",NA,NA,NA
"13285","balverland.de",NA,NA,NA
"13286","www.bds-ev.de",NA,NA,NA
"13287","www.partypack.de",NA,NA,NA
"13288","www.biologische-station-steinfurt.de",NA,NA,NA
"13289","www.liederkranz-woerrstadt.de",NA,NA,NA
"13290","www.hausundtechnik.de",NA,NA,NA
"13291","www.cantus-juvenum.de",NA,NA,NA
"13292","www.ljv-nrw.de",NA,NA,NA
"13293","www.bit-bochum.de",NA,NA,NA
"13294","www.stadtbad-kupferdreh.de",NA,NA,NA
"13295","www.karneval-fuechtorfer-vereine.de",NA,NA,"N"
"13296","www.ksz.de",NA,NA,NA
"13297","www.dtv1885.de",NA,NA,NA
"13298","www.hospizverein-wattenscheid.de",NA,NA,"N"
"13299","www.kjs-leverkusen.de",NA,NA,NA
"13300","www.bezirksstenojugend.de",NA,NA,NA
"13301","www.duesseldorf-cafe.de",NA,NA,NA
"13302","www.lingen.de",NA,NA,NA
"13303","www.fwd-muenster.de",NA,NA,NA
"13304","www.hospiz-kevelaer.de",NA,NA,NA
"13305","www.sv-suedwestfalen.de",NA,NA,NA
"13306","www.wirtschaft-grafschaft.de",NA,NA,NA
"13307","www.spielwagen-magdeburg.de",NA,NA,NA
"13308","www.graswurzel.net",NA,NA,NA
"13309","www.lfv-westfalen.de",NA,NA,NA
"13310","www.bruecke-altenkirchen.de",NA,NA,NA
"13311","solidaritaet-international.de",NA,NA,NA
"13312","www.dransdorf.org",NA,NA,"N"
"13313","www.malteser-netphen.de",NA,NA,"N"
"13314","www.bad-ev.de",NA,NA,NA
"13315","www.binnenschiff.de",NA,NA,NA
"13316","www.frauenbildungshaus-zuelpich.de",NA,NA,NA
"13317","www.kiss-sn.de",NA,NA,NA
"13318","www.vbki.de",NA,NA,NA
"13319","www.tmi-mv.de",NA,NA,NA
"13320","www.paritaet-mv.de",NA,NA,"N"
"13321","www.kinderschutzbund-cuxhaven.de",NA,NA,NA
"13322","www.rigpa.de",NA,NA,"N"
"13323","www.awo-fuerstenwalde.de",NA,NA,NA
"13324","www.hamburger-bogenschuetzen-gilde.de",NA,NA,NA
"13325","www.gartenhaus-ev.de",NA,NA,NA
"13326","www.rv-wasserfreunde-erkner.de",NA,NA,NA
"13327","www.soned.de",NA,NA,"N"
"13328","www.basket-trainer.de",NA,NA,NA
"13329","www.kaktusbluete-hamm.de",NA,NA,NA
"13330","www.boeselager-osteuropahilfe.de",NA,NA,"N"
"13331","www.asb-falkensee.de",NA,NA,"N"
"13332","www.bundjugend-berlin.de",NA,NA,NA
"13333","www.ichthys-mahlow.de",NA,NA,NA
"13334","www.bauindustrie.de",NA,NA,NA
"13335","www.pruefungsverband.de",NA,NA,NA
"13336","www.museumderdinge.de",NA,NA,NA
"13337","www.vdma.org",NA,NA,NA
"13338","www.btc1912.de",NA,NA,"N"
"13339","www.blindekinder.de",NA,NA,"N"
"13340","www.vde-verlag.de",NA,NA,NA
"13341","www.stadtteilzentrum-steglitz.de",NA,NA,"N"
"13342","www.tus-nartum.de",NA,NA,"N"
"13343","www.gruene-karte.de",NA,NA,NA
"13344","www.segelschule-rueckenwind.de",NA,NA,NA
"13345","www.eiz-rostock.de",NA,NA,NA
"13346","www.daec-berlin.de",NA,NA,NA
"13347","www.goldbekhaus.de",NA,NA,NA
"13348","www.dystonie.de",NA,NA,NA
"13349","www.rockcity.de",NA,NA,"N"
"13350","www.lv-bbb.de",NA,NA,NA
"13351","www.balu-ev.com",NA,NA,NA
"13352","www.fliegerclub-pinnow.de",NA,NA,NA
"13353","www.info-altenpflege.de",NA,NA,NA
"13354","www.jugendfeier-brb.de",NA,NA,NA
"13355","www.rrc-spreeathen.de",NA,NA,NA
"13356","www.wegweiser-ev.de",NA,NA,NA
"13357","klima.bildungscent.de",NA,NA,NA
"13358","www.obs-ev.de",NA,NA,NA
"13359","bookings.out-of-bounds.co.uk",NA,NA,NA
"13360","www.akademiehotel.info",NA,NA,NA
"13361","www.wanderfisch.info",NA,NA,NA
"13362","www.gee-online.de",NA,NA,NA
"13363","www.diaetverband.de",NA,NA,NA
"13364","www.asyl.net",NA,NA,NA
"13365","www.sjr-luedenscheid.de",NA,NA,NA
"13366","www.dgau.de",NA,NA,NA
"13367","www.aktion-mensch.de",NA,NA,NA
"13368","www.yacht-club-rursee.de",NA,NA,NA
"13369","www.rheuma-liga-nrw.de",NA,NA,NA
"13370","www.ggawb.de",NA,NA,NA
"13371","www.wuppertal-aktiv.de",NA,NA,NA
"13372","www.motiviva.de",NA,NA,NA
"13373","www.weizsaecker-stiftung.de",NA,NA,NA
"13374","www.kita-zwergenhoehle.de",NA,NA,NA
"13375","www.ruf-greven.de",NA,NA,NA
"13376","www.lc-hansa-stuhr.de",NA,NA,NA
"13377","www.alep-wasserwerk.de",NA,NA,NA
"13378","www.psvolympiaberlinturnen.de",NA,NA,NA
"13379","www.flh.de",NA,NA,NA
"13380","www.traum-box.de",NA,NA,NA
"13381","www.gartenfreunde-nauen.de",NA,NA,NA
"13382","www.alzheimer-brandenburg.de",NA,NA,NA
"13383","www.bremer-erziehungsstellen.de",NA,NA,NA
"13384","www.rudow.de",NA,NA,NA
"13385","www.foehr.de",NA,NA,NA
"13386","www.erev.de",NA,NA,NA
"13387","www.sg-weiterstadt.de",NA,NA,NA
"13388","www.etsv-fortuna.de",NA,NA,NA
"13389","www.vfdnet.de",NA,NA,NA
"13390","www.hage.de",NA,NA,"N"
"13391","www.gemeinschaft-leben-lauf.de",NA,NA,NA
"13392","www.laienbuehne-1974-griedel.de",NA,NA,NA
"13393","www.agenda-alternativ.de",NA,NA,NA
"13394","www.manus-adiuvans.de",NA,NA,NA
"13395","www.fab.sh",NA,NA,NA
"13396","www.hausundgrundmarburg.de",NA,NA,NA
"13397","www.wikingia.de",NA,NA,NA
"13398","uni-consult.de",NA,NA,NA
"13399","www.naturfreunde-misburg.de",NA,NA,NA
"13400","www.hsm-siegen.de",NA,NA,NA
"13401","www.ziegel.de",NA,NA,NA
"13402","www.bsl-siegen.de",NA,NA,NA
"13403","www.bzh-bildung.de",NA,NA,NA
"13404","www.vdgv.de",NA,NA,NA
"13405","www.studienplatztausch.de",NA,NA,NA
"13406","www.gabal.de",NA,NA,NA
"13407","www.gussasphalt.de",NA,NA,NA
"13408","www.romev.de",NA,NA,"N"
"13409","www.dfwr.de",NA,NA,NA
"13410","tccappenberg.de",NA,NA,NA
"13411","www.regent-uhren.de",NA,NA,NA
"13412","www.malteser-wesel.de",NA,NA,NA
"13413","www.dstjg.de",NA,NA,"N"
"13414","www.sprungbrett-bonn.de",NA,NA,NA
"13415","www.kuenstlersonderbund.de",NA,NA,NA
"13416","www.bildungsvereinbautechnik.de",NA,NA,"N"
"13417","www.kudamm-bowling.de",NA,NA,NA
"13418","www.frankfurterhefte.de",NA,NA,NA
"13419","www.awo-friedrichshain.de",NA,NA,NA
"13420","www.asl-berlin.de",NA,NA,NA
"13421","www.moabiter-ratschlag.de",NA,NA,NA
"13422","www.mansarde.de",NA,NA,NA
"13423","113.mod.mywebsite-editor.com",NA,NA,NA
"13424","www.homecareberlin.de",NA,NA,NA
"13425","www.jena1806.de",NA,NA,NA
"13426","www.deutsch-finnische-gesellschaft.de",NA,NA,NA
"13427","www.michaelottostiftung.de",NA,NA,NA
"13428","www.neuland-kluge.de",NA,NA,NA
"13429","www.dreierfrenzel.com",NA,NA,NA
"13430","www.laseranimation.com",NA,NA,NA
"13431","www.sozialakademie.info",NA,NA,NA
"13432","www.taucheninberlin.de",NA,NA,NA
"13433","www.boesebubenberlin.de",NA,NA,NA
"13434","www.florist-netz.de",NA,NA,NA
"13435","www.froebel-berlin.de",NA,NA,NA
"13436","www.duc-berlin.de",NA,NA,NA
"13437","www.gdv.de",NA,NA,NA
"13438","www.pcvideo.de",NA,NA,NA
"13439","www.berliner-freunde-russlands.de",NA,NA,NA
"13440","www.frauenini-berlin-warschau.de",NA,NA,NA
"13441","www.laserverbund.de",NA,NA,NA
"13442","www.berliner-spielleute.de",NA,NA,NA
"13443","www.tanzhaus-jena.de",NA,NA,NA
"13444","www.dav-berlin.de",NA,NA,NA
"13445","www.freimaurer.org",NA,NA,NA
"13446","www.stiftervereinigung.de",NA,NA,"N"
"13447","www.agcity.de",NA,NA,NA
"13448","login.1and1-editor.com",NA,NA,NA
"13449","www.inkota.de",NA,NA,NA
"13450","www.ghorfa.de",NA,NA,NA
"13451","www.wohnungsverein-dessau.de",NA,NA,"N"
"13452","www.uebersetzerfonds.de",NA,NA,NA
"13453","www.land-und-leute-ev.de",NA,NA,NA
"13454","www.ivb-berlin.de",NA,NA,NA
"13455","www.verkehrsforum.de",NA,NA,NA
"13456","www.berliner-hoerbuecherei.de",NA,NA,NA
"13457","www.bda-online.de",NA,NA,NA
"13458","www.kinderschutzbund-halle.de",NA,NA,NA
"13459","www.adfc-berlin.de",NA,NA,NA
"13460","www.bsi-solar.de",NA,NA,NA
"13461","www.dwv-info.de",NA,NA,NA
"13462","faszination-wirtschaft.bildungscent.de",NA,NA,NA
"13463","www.deutsch-russische-kulturbegegnungen.de",NA,NA,NA
"13464","www.lesbenberatung-berlin.de",NA,NA,NA
"13465","www.polo-dpv.de",NA,NA,NA
"13466","www.singuhr.de",NA,NA,NA
"13467","www.forum-arbeit-projekte.de",NA,NA,NA
"13468","www.sc-windischleuba.de",NA,NA,NA
"13469","www.life-online.de",NA,NA,NA
"13470","www.babylonia-berlin.de",NA,NA,NA
"13471","www.tandemfun.eu",NA,NA,NA
"13472","www.tanzclub-mbh.de",NA,NA,NA
"13473","www.belladonna-essen.de",NA,NA,NA
"13474","www.skvellmar.de",NA,NA,NA
"13475","www.buergerverein-oberkassel.de",NA,NA,"N"
"13476","www.parkinson-vereinigung.de",NA,NA,"N"
"13477","www.nabu-naturschutzstation.de",NA,NA,"N"
"13478","www.mfc-bornheim.de",NA,NA,NA
"13479","www.zqm.de",NA,NA,NA
"13480","www.autismus-online.de",NA,NA,NA
"13481","www.volksbank-muenster-marathon.de",NA,NA,NA
"13482","www.kclev.de",NA,NA,NA
"13483","www.riemann-eutin.de",NA,NA,"N"
"13484","www.malteser-dormagen.de",NA,NA,NA
"13485","www.rheinklaenge1922.de",NA,NA,NA
"13486","www.1001geschichte.de",NA,NA,NA
"13487","www.radteam-neu-isenburg.de",NA,NA,NA
"13488","www.die-werkstatt-erkrath.de",NA,NA,NA
"13489","www.fruehfoerderinitiative.de",NA,NA,NA
"13490","www.ruf-roxel.de",NA,NA,"N"
"13491","www.grosseengerserkg.de",NA,NA,NA
"13492","www.klzv-noerten-hdbg.de",NA,NA,NA
"13493","www.drk-herford-land.de",NA,NA,"N"
"13494","www.gehoerlosenverband-nds.de",NA,NA,NA
"13495","www.tv-mainzlar.de",NA,NA,NA
"13496","www.schulbank.net",NA,NA,"N"
"13497","www.gmn-ev.de",NA,NA,NA
"13498","www.friedhofsgaertner-koeln.de",NA,NA,NA
"13499","www.weinland-nahe.de",NA,NA,NA
"13500","www.ttcgelbrottrier.de",NA,NA,NA
"13501","www.donum-vitae-muenster.de",NA,NA,"N"
"13502","www.piv-velbert.de",NA,NA,NA
"13503","www.wittkowsky.net",NA,NA,NA
"13504","www.waldorfkindergarten-mh.de",NA,NA,NA
"13505","www.vvl-ev.de",NA,NA,NA
"13506","www.rdb-ev.de",NA,NA,NA
"13507","www.werkzeug.org",NA,NA,NA
"13508","www.motor-sport-vehrte.de",NA,NA,NA
"13509","www.preziosa.de",NA,NA,NA
"13510","www.eki-rheine.de",NA,NA,NA
"13511","www.avsilesia.de",NA,NA,NA
"13512","www.aidshilfe.de",NA,NA,NA
"13513","www.lohner-tafel.de",NA,NA,NA
"13514","www.bosselverein-osterhusen.de",NA,NA,"N"
"13515","spenden.marburger-medien.de",NA,NA,"K"
