"","X","domain","tote_seite","catkey","category"
"18421",22684,"dryconstruction.de",0,"K14000","K"
"18422",22685,"drwilfriedfrey.de",0,"K32000","K"
"18423",22686,"drwevers.de",0,"K32000","K"
"18424",22687,"drwetz-zahnarzt.de",0,"K32000","K"
"18425",22688,"drvolkerkruse.de",0,"K32000","K"
"18426",22689,"drvogtner.de",0,"K32000","K"
"18427",22690,"druckwerk-kirchen.de",0,"K20000","K"
"18428",22691,"druckundwerbung.de",0,"K26000","K"
"18429",22692,"druckluft-frick.de",0,"K16000","K"
"18430",22693,"druckluft-berk.de",0,"K12000","K"
"18431",22694,"druckgebiet.de",0,"K20000","K"
"18432",22695,"druckerei-schreiner.de",0,"K20000","K"
"18433",22696,"druckerei-flock.de",0,"K20000","K"
"18434",22697,"druck-werk-weingarten.de",0,"K20000","K"
"18435",22698,"druck-spektrum.de",0,"K20000","K"
"18436",22699,"druck-ident.de",0,"K20000","K"
"18437",22700,"druck-flock.de",0,"K20000","K"
"18438",22701,"drohnenaufnahmen.net",0,"K20000","K"
"18439",22702,"drliebler.de",0,"K32000","K"
"18440",22703,"drleonhard.de",0,"K32000","K"
"18441",22704,"drkoravi.de",0,"K32000","K"
"18442",22705,"drkohler.eu",0,"K32000","K"
"18443",22706,"driesen-kern.de",0,"K26000","K"
"18444",22707,"drfelfe.de",0,"K32000","K"
"18445",22708,"drexler-ma.de",0,"K21000","K"
"18446",22709,"dressy-design.de",0,"K16000","K"
"18447",22710,"dressurausbildung-gesing.de",0,"K21000","K"
"18448",22711,"dresselhof.de",0,"K16000","K"
"18449",22712,"dress-verleih.de",0,"K16000","K"
"18450",22713,"dres-harth.de",0,"K32000","K"
"18451",22714,"drerup.de",0,"K14000","K"
"18452",22715,"dreherei-rieger.de",0,"K14000","K"
"18453",22716,"drechslerei-schroeder.de",0,"K14000","K"
"18454",22717,"drechselwerkstatt-zeller.de",0,"K16000","K"
"18455",22718,"drechseln-holzwerk.de",0,"K16000","K"
"18456",22719,"dream-of-colour.de",0,"K14000","K"
"18457",22720,"drbarop.de",0,"K32000","K"
"18458",22721,"drahteseldoktor.de",0,"K16000","K"
"18459",22722,"dragon-muenchen.de",0,"K23000","K"
"18460",22723,"dr-zwad.de",0,"K32000","K"
"18461",22724,"dr-wolf-markeundkommunikation.de",0,"K26000","K"
"18462",22725,"dr-vreden.de",0,"K32000","K"
"18463",22726,"dr-toepert.de",0,"K32000","K"
"18464",22727,"dr-toebben-consulting.de",0,"K26000","K"
"18465",22728,"dr-spoerl.de",0,"K32000","K"
"18466",22729,"dr-raab.com",0,"K32000","K"
"18467",22730,"dr-omidbakhsh.com",0,"K32000","K"
"18468",22731,"dr-oehling.de",0,"K32000","K"
"18469",22732,"dr-niles.de",0,"K32000","K"
"18470",22733,"dr-naturkosmetik.de",0,"K22000","K"
"18471",22734,"dr-michael-horn.de",0,"K32000","K"
"18472",22735,"dr-mauksch.de",0,"K32000","K"
"18473",22736,"dr-marzian.de",0,"K32000","K"
"18474",22737,"dr-martina-anschau.com",0,"K32000","K"
"18475",22738,"dr-maier-immobilien.de",0,"K25000","K"
"18476",22739,"dr-lorth.de",0,"K32000","K"
"18477",22740,"dr-jensen.de",0,"K32000","K"
"18478",22741,"dr-friedhelm-weber.de",0,"K32000","K"
"18479",22742,"dr-felderhoff.com",0,"K32000","K"
"18480",22743,"dr-eysel.de",0,"K32000","K"
"18481",22744,"dr-ellinger.de",0,"K32000","K"
"18482",22745,"dr-ehle.de",0,"K32000","K"
"18483",22746,"dr-drewnick.de",0,"K14000","K"
"18484",22747,"dr-dollereder.de",0,"K32000","K"
"18485",22748,"dr-claussnitzer.de",0,"K32000","K"
"18486",22749,"dr-blome.de",0,"K32000","K"
"18487",22750,"dr-bach.de",0,"K32000","K"
"18488",22751,"dpconcepte.de",0,"K14000","K"
"18489",22752,"dozentenversicherung.de",0,"K24000","K"
"18490",22753,"doydoy-frankfurt.com",0,"K19000","K"
"18491",22754,"doundch.de",0,"K16000","K"
"18492",22755,"dos-shop.de",0,"K16000","K"
"18493",22756,"dorperzucht-kassner.de",0,"K30000","K"
"18494",22757,"doris-jaeger.de",0,"K22000","K"
"18495",22758,"dorfladen-daniel-kress.de",0,"K16000","K"
"18496",22759,"dorfkrug-daisendorf.com",0,"K19000","K"
"18497",22760,"dorf-cafe-friesen.de",0,"K19000","K"
"18498",22761,"doreensnails.de",0,"K22000","K"
"18499",22762,"donauroller.de",0,"K18000","K"
"18500",22763,"donarte.de",0,"K16000","K"
"18501",22764,"don-pedro-waescheservice.de",0,"K30000","K"
"18502",22765,"domosecura.de",0,"K25000","K"
"18503",22766,"domilux-photovoltaik.de",0,"K14000","K"
"18504",22767,"dolmetscherin-lumpp.de",0,"K34000","K"
"18505",22768,"dolmetscherbuero-palmer.de",0,"K34000","K"
"18506",22769,"dolmetscher-mm.de",0,"K34000","K"
"18507",22770,"dolmetscher-al-mohana.de",0,"K34000","K"
"18508",22771,"doleisch.de",0,"K18000","K"
"18509",22772,"dolcevitapizzeria.de",0,"K19000","K"
"18510",22773,"dok-gmbh.de",0,"K26000","K"
"18511",22774,"dohode.de",0,"K16000","K"
"18512",22775,"dog-security.com",0,"K30000","K"
"18513",22776,"dog-dojo.de",0,"K34000","K"
"18514",22777,"doctor-weber.com",0,"K32000","K"
"18515",22778,"docegon.de",0,"K32000","K"
"18516",22779,"doc-for-rent.de",0,"K27000","K"
"18517",22780,"dnk-beratung.de",0,"K26000","K"
"18518",22781,"dm-smarthome.de",0,"K29000","K"
"18519",22782,"dls-schroeder.com",0,"K30000","K"
"18520",22783,"dlm-immo.de",0,"K25000","K"
"18521",22784,"dkt-europe.eu",0,"K17000","K"
"18522",22785,"dks-nord.de",0,"K14000","K"
"18523",22786,"dks-lightpoint.de",0,"K14000","K"
"18524",22787,"dk-wohnen.de",0,"K16000","K"
"18525",22788,"dk-terrassendach.de",0,"K14000","K"
"18526",22789,"djung.de",0,"K32000","K"
"18527",22790,"djlokke.de",0,"K21000","K"
"18528",22791,"djfabs.de",0,"K21000","K"
"18529",22792,"djbremen.com",0,"K21000","K"
"18530",22793,"djaidin.com",0,"K21000","K"
"18531",22794,"dj-steve-win.de",0,"K21000","K"
"18532",22795,"dj-sorgenfrei.de",0,"K21000","K"
"18533",22796,"dj-roland.de",0,"K21000","K"
"18534",22797,"dj-robert.de",0,"K21000","K"
"18535",22798,"dj-patte.de",0,"K21000","K"
"18536",22799,"dj-nrw.org",0,"K21000","K"
"18537",22800,"dj-n-limit.de",0,"K21000","K"
"18538",22801,"dj-globalution-berlin.de",0,"K21000","K"
"18539",22802,"dj-gibi.de",0,"K21000","K"
"18540",22803,"dj-franky.com",0,"K21000","K"
"18541",22804,"dj-chris-garmisch-partenkirchen.de",0,"K21000","K"
"18542",22805,"diversesshop.de",0,"K16000","K"
"18543",22806,"dittrich-wettenberg.de",0,"K14000","K"
"18544",22807,"dittmar-service.de",0,"K30000","K"
"18545",22808,"dittmannbau.de",0,"K14000","K"
"18546",22809,"ditec-zeitarbeit.de",0,"K27000","K"
"18547",22810,"dit-owl.de",0,"K25000","K"
"18548",22811,"dissmannanwaeltin.de",0,"K29000","K"
"18549",22812,"discount-piercing.de",0,"K22000","K"
"18550",22813,"disco-dream.de",0,"K21000","K"
"18551",22814,"diroba.de",0,"K14000","K"
"18552",22815,"dirk-warnecke.de",0,"K14000","K"
"18553",22816,"diratec.eu",0,"K26000","K"
"18554",22817,"dipl-psych-andreas-koch.de",0,"K32000","K"
"18555",22818,"dino-service.de",0,"K30000","K"
"18556",22819,"dino-hameln.de",0,"K14000","K"
"18557",22820,"dini-door.de",0,"K16000","K"
"18558",22821,"dine-around-munich.de",0,"K18000","K"
"18559",22822,"dinasnagelstudio.de",0,"K22000","K"
"18560",22823,"dinaistprima.de",0,"K30000","K"
"18561",22824,"dima-immobilienvermittlung.de",0,"K25000","K"
"18562",22825,"dilift.com",0,"K16000","K"
"18563",22826,"dikigorion.de",0,"K29000","K"
"18564",22827,"dika-electronics.de",0,"K28000","K"
"18565",22828,"digital-etiketten-service.de",0,"K20000","K"
"18566",22829,"digirep.net",0,"K23000","K"
"18567",22830,"digi-printservice.com",0,"K20000","K"
"18568",22831,"diggis-kartenlege-portal.de",0,"K34000","K"
"18569",22832,"diezwei.org",0,"K30000","K"
"18570",22833,"dieybfotografie.com",0,"K20000","K"
"18571",22834,"diewischmopper.de",0,"K30000","K"
"18572",22835,"dieweinjungs.de",0,"K19000","K"
"18573",22836,"diewald-regensburg.de",0,"K18000","K"
"18574",22837,"dietz-metalltechnik.de",0,"K14000","K"
"18575",22838,"dietrich-elektrotechnik.de",0,"K14000","K"
"18576",22839,"dietrachtenstube.de",0,"K16000","K"
"18577",22840,"dieter-sander.com",0,"K14000","K"
"18578",22841,"dieter-roesner.com",0,"K34000","K"
"18579",22842,"dieschuhecke.de",0,"K16000","K"
"18580",22843,"dierkes-gmbh.de",0,"K14000","K"
"18581",22844,"dieoptiker-jess-jess.de",0,"K32000","K"
"18582",22845,"dienstleistungen-stephan.de",0,"K30000","K"
"18583",22846,"dienstleistungen-herweg.de",0,"K30000","K"
"18584",22847,"dienstleistungen-grub.de",0,"K30000","K"
"18585",22848,"dienachhilfe.ruhr",0,"K31000","K"
"18586",22849,"dielichtschmiede.de",0,"K14000","K"
"18587",22850,"diekleineauszeit.bayern",0,"K32000","K"
"18588",22851,"diekemeyer.com",0,"K26000","K"
"18589",22852,"diehotdogmanufaktur.de",0,"K19000","K"
"18590",22853,"diehoertheatrale.de",0,"K21000","K"
"18591",22854,"dieblockhausbauer.de",0,"K31000","K"
"18592",22855,"dieaufloesung.de",0,"K13000","K"
"18593",22856,"die-zeltbauer.de",0,"K14000","K"
"18594",22857,"die-zahnarztpraxis-bonn.de",0,"K32000","K"
"18595",22858,"die-wunder-des-camino.de",0,"K34000","K"
"18596",22859,"die-werbstatt.de",0,"K20000","K"
"18597",22860,"die-waerme.de",0,"K14000","K"
"18598",22861,"die-wachsmalstifte.de",0,"K34000","K"
"18599",22862,"die-trockenmacher.de",0,"K14000","K"
"18600",22863,"die-trockenbauer-ab.de",0,"K14000","K"
"18601",22864,"die-systemische-praxis-bremen.de",0,"K32000","K"
"18602",22865,"die-stellenbesetzer.de",0,"K27000","K"
"18603",22866,"die-sportmanufaktur.de",0,"K26000","K"
"18604",22867,"die-shootingwerkstatt.de",0,"K20000","K"
"18605",22868,"die-schuhklinik.de",0,"K34000","K"
"18606",22869,"die-physio-praxis-beuel.de",0,"K32000","K"
"18607",22870,"die-petermaennchen.de",0,"K34000","K"
"18608",22871,"die-ohrmuschel.de",0,"K32000","K"
"18609",22872,"die-nachhilfe-in-senden.de",0,"K31000","K"
"18610",22873,"die-motorradfabrik.de",0,"K15000","K"
"18611",22874,"die-meistermaler-brauer.de",0,"K14000","K"
"18612",22875,"die-loeffelei.de",0,"K19000","K"
"18613",22876,"die-lernhelden.de",0,"K31000","K"
"18614",22877,"die-lagerschachtel.de",0,"K34000","K"
"18615",22878,"die-kunst-des-nagels.de",0,"K22000","K"
"18616",22879,"die-kleinen-racker-hamburg.de",0,"K34000","K"
"18617",22880,"die-kleinen-braunschweiger.de",0,"K34000","K"
"18618",22881,"die-kiezjungs.de",0,"K18000","K"
"18619",22882,"die-intolerante-isi.de",0,"K19000","K"
"18620",22883,"die-fregger.de",0,"K21000","K"
"18621",22884,"die-fotomeisterin.de",0,"K20000","K"
"18622",22885,"die-fermate--musikschule.de",0,"K31000","K"
"18623",22886,"die-fahr.schule",0,"K31000","K"
"18624",22887,"die-dachdecker-online.de",0,"K14000","K"
"18625",22888,"die-buchprofis.com",0,"K20000","K"
"18626",22889,"die-brillenwerkstatt.com",0,"K32000","K"
"18627",22890,"die-berliner-tischler.de",0,"K14000","K"
"18628",22891,"die-bauprofis-rrm.de",0,"K14000","K"
"18629",22892,"die-autovermittler.de",0,"K15000","K"
"18630",22893,"dickmeiss-elektrotechnik.de",0,"K14000","K"
"18631",22894,"dickerhoff-immobilien.de",0,"K25000","K"
"18632",22895,"dichtstoffe-heilbronn.de",0,"K16000","K"
"18633",22896,"dichrom.com",0,"K32000","K"
"18634",22897,"dianas-kleiner-traumschmuck.de",0,"K16000","K"
"18635",22898,"dianacosmetics.de",0,"K22000","K"
"18636",22899,"diana-s-pflegedienst.de",0,"K32000","K"
"18637",22900,"diamantsachverstaendiger.de",0,"K24000","K"
"18638",22901,"diamantbohrtechnik-ramoeller.de",0,"K14000","K"
"18639",22902,"diamant-bauelemente.de",0,"K16000","K"
"18640",22903,"dialog-translations.com",0,"K34000","K"
"18641",22904,"dialog-bielefeld.com",0,"K34000","K"
"18642",22905,"diabetologie-ehrenfeld.de",0,"K32000","K"
"18643",22906,"diabetologe-mohr.de",0,"K32000","K"
"18644",22907,"di-lorenzo.de",0,"K14000","K"
"18645",22908,"dh-werbetechnik.de",0,"K26000","K"
"18646",22909,"dh-detektei.de",0,"K29000","K"
"18647",22910,"dgn.de",0,"K32000","K"
"18648",22911,"df-veranstaltungstechnik.de",0,"K21000","K"
"18649",22912,"df-hochbau.eu",0,"K14000","K"
"18650",22913,"dew-waagen.de",0,"K14000","K"
"18651",22914,"devus.de",0,"K15000","K"
"18652",22915,"deutscher-aerzte-service.de",0,"K32000","K"
"18653",22916,"deutsch-persisch.de",0,"K34000","K"
"18654",22917,"dette-kulfuerst-elektro.de",0,"K14000","K"
"18655",22918,"detlef-scholten.de",0,"K28000","K"
"18656",22919,"detektei-scout-ol.de",0,"K29000","K"
"18657",22920,"detektei-paul.de",0,"K29000","K"
"18658",22921,"detektei-moeller.de",0,"K29000","K"
"18659",22922,"detech-medical.com",0,"K32000","K"
"18660",22923,"detambel-bauelemente.de",0,"K16000","K"
"18661",22924,"destination-tegernsee.com",0,"K21000","K"
"18662",22925,"destillate-morodesti.de",0,"K19000","K"
"18663",22926,"desperado-saarburg.de",0,"K16000","K"
"18664",22927,"desler-steuerberatung.de",0,"K24000","K"
"18665",22928,"desjoyaux.de",0,"K16000","K"
"18666",22929,"designer-depot.net",0,"K16000","K"
"18667",22930,"designattack.de",0,"K16000","K"
"18668",22931,"design-raum.com",0,"K16000","K"
"18669",22932,"dermasystems-shop.de",0,"K16000","K"
"18670",22933,"dermanur.de",0,"K22000","K"
"18671",22934,"derlindner.de",0,"K13000","K"
"18672",22935,"dergrossedemokrator.de",0,"K21000","K"
"18673",22936,"derfotoflieger.de",0,"K20000","K"
"18674",22937,"derdigitalefuss.de",0,"K23000","K"
"18675",22938,"derbaumexperte.de",0,"K30000","K"
"18676",22939,"derautojaeger.de",0,"K15000","K"
"18677",22940,"der-wohnungsrenovierer.de",0,"K14000","K"
"18678",22941,"der-renovierungsprofi-vogel.de",0,"K14000","K"
"18679",22942,"der-neuenhainer-gaertner.de",0,"K30000","K"
"18680",22943,"der-mobile-handwerker-service.de",0,"K14000","K"
"18681",22944,"der-marvin.com",0,"K26000","K"
"18682",22945,"der-kleine-fahrradladen.com",0,"K16000","K"
"18683",22946,"der-hufnagel.de",0,"K19000","K"
"18684",22947,"der-fensterputzer-affalterbach.de",0,"K30000","K"
"18685",22948,"der-blechmann.de",0,"K34000","K"
"18686",22949,"der-anstreicher.de",0,"K14000","K"
"18687",22950,"deppe-immobilien.eu",0,"K25000","K"
"18688",22951,"denzler-law.de",0,"K29000","K"
"18689",22952,"dentid.de",0,"K32000","K"
"18690",22953,"dentaris.de",0,"K32000","K"
"18691",22954,"dentapont.de",0,"K32000","K"
"18692",22955,"dentaoptima.de",0,"K32000","K"
"18693",22956,"dentalstudio-lueneburg.de",0,"K32000","K"
"18694",22957,"dentallabor-uhrmann.de",0,"K32000","K"
"18695",22958,"dentallabor-leh.de",0,"K32000","K"
"18696",22959,"dentallabor-grunewaldt.de",0,"K32000","K"
"18697",22960,"dentallabor-babic.de",0,"K32000","K"
"18698",22961,"dental-haus.de",0,"K32000","K"
"18699",22962,"dent-michel.de",0,"K32000","K"
"18700",22963,"deniz-zaunsysteme.de",0,"K14000","K"
"18701",22964,"demond.de",0,"K16000","K"
"18702",22965,"demianschmid.com",0,"K26000","K"
"18703",22966,"deluxe-autoaufbereitung.de",0,"K15000","K"
"18704",22967,"deltauwb.de",0,"K14000","K"
"18705",22968,"dellfit.de",0,"K15000","K"
"18706",22969,"dellenservice-plack.de",0,"K15000","K"
"18707",22970,"dellenprofi.com",0,"K15000","K"
"18708",22971,"dellen-express-braunschweig24.de",0,"K15000","K"
"18709",22972,"delish-dream.de",0,"K19000","K"
"18710",22973,"dekoteam-rea.de",0,"K26000","K"
"18711",22974,"dekoschmiede.com",0,"K14000","K"
"18712",22975,"dekomte.com",0,"K12000","K"
"18713",22976,"dekomalanders.de",0,"K16000","K"
"18714",22977,"dekoflorale.de",0,"K16000","K"
"18715",22978,"dekoflorale-outlet.de",0,"K16000","K"
"18716",22979,"deko-stern.com",0,"K16000","K"
"18717",22980,"deko-marswet.de",0,"K16000","K"
"18718",22981,"deingartenpartner.de",0,"K10000","K"
"18719",22982,"deinegutachter.de",0,"K28000","K"
"18720",22983,"deine-spanndecken.de",0,"K16000","K"
"18721",22984,"deine-loesung.com",0,"K34000","K"
"18722",22985,"dein-lieblingsgrafiker.de",0,"K20000","K"
"18723",22986,"dein-fahrwerk.de",0,"K31000","K"
"18724",22987,"dein-fachanwalt.online",0,"K29000","K"
"18725",22988,"dein-dachfuchs.de",0,"K14000","K"
"18726",22989,"dehonit.de",0,"K16000","K"
"18727",22990,"deh-pro.com",0,"K23000","K"
"18728",22991,"defencelab-berlin.de",0,"K21000","K"
"18729",22992,"deese-haarstylisten.com",0,"K22000","K"
"18730",22993,"deeke-immobilien.de",0,"K25000","K"
"18731",22994,"dee-na.de",0,"K22000","K"
"18732",22995,"decosun.de",0,"K16000","K"
"18733",22996,"decker-spueltechnik.de",0,"K16000","K"
"18734",22997,"deck5.de",0,"K20000","K"
"18735",22998,"debus-b-l.de",0,"K16000","K"
"18736",22999,"ddtv.de",0,"K28000","K"
"18737",23000,"ddsmeat.eu",0,"K16000","K"
"18738",23001,"ddm.de",0,"K20000","K"
"18739",23002,"ddes.de",0,"K34000","K"
"18740",23003,"dd-gebaeudeservice.de",0,"K30000","K"
"18741",23004,"dd-for-services.de",0,"K29000","K"
"18742",23005,"dcmgroup.de",0,"K14000","K"
"18743",23006,"dbs-maler-dachdecker-karlsruhe.de",0,"K14000","K"
"18744",23007,"db-emmerich.de",0,"K18000","K"
"18745",23008,"day8.eu",0,"K33000","K"
"18746",23009,"davinci-immobilien.de",0,"K25000","K"
"18747",23010,"davidthomas.de",0,"K21000","K"
"18748",23011,"davi-fliesen.de",0,"K14000","K"
"18749",23012,"dautz-immobilien.de",0,"K25000","K"
"18750",23013,"dautfeinkost.de",0,"K16000","K"
"18751",23014,"daunen-federn.de",0,"K16000","K"
"18752",23015,"daten-retter.com",0,"K23000","K"
"18753",23016,"dat-roote-hus.com",0,"K18000","K"
"18754",23017,"daszeitlichesegnen.de",0,"K34000","K"
"18755",23018,"dastollhaus.de",0,"K21000","K"
"18756",23019,"dasparkhaus.bayern",0,"K18000","K"
"18757",23020,"dasparfum-kronberg.com",0,"K16000","K"
"18758",23021,"dasnaehmaschinenhaus.de",0,"K16000","K"
"18759",23022,"daslaubblatt.de",0,"K30000","K"
"18760",23023,"daslandhaus.eu",0,"K16000","K"
"18761",23024,"daskleinestudio.de",0,"K22000","K"
"18762",23025,"dasistkeinwunschtraum.de",0,"K24000","K"
"18763",23026,"dashaarwerk.net",0,"K22000","K"
"18764",23027,"dashaarwerk.eu",0,"K22000","K"
"18765",23028,"dasdepot-online.de",0,"K16000","K"
"18766",23029,"dasatelier-es.de",0,"K31000","K"
"18767",23030,"dasapartmenthaus.de",0,"K18000","K"
"18768",23031,"dasaerztemagazin.de",0,"K32000","K"
"18769",23032,"das4you.de",0,"K16000","K"
"18770",23033,"das-hauskontor.de",0,"K25000","K"
"18771",23034,"das-gesunde-pferd.net",0,"K32000","K"
"18772",23035,"das-besondere-foto.net",0,"K20000","K"
"18773",23036,"das-baudenkmal.de",0,"K25000","K"
"18774",23037,"das-alte-pastorat.de",0,"K18000","K"
"18775",23038,"darxity.net",0,"K16000","K"
"18776",23039,"darss-reisen.com",0,"K18000","K"
"18777",23040,"darmotours.eu",0,"K18000","K"
"18778",23041,"dapinohuerth.com",0,"K19000","K"
"18779",23042,"dapeppo.de",0,"K19000","K"
"18780",23043,"dannysuessmuth.de",0,"K22000","K"
"18781",23044,"danis-fusspflege.de",0,"K22000","K"
"18782",23045,"danielas-schoenheitsparadies-hermsdorf.info",0,"K22000","K"
"18783",23046,"daniela-fraenkel.de",0,"K34000","K"
"18784",23047,"daniel-stroebel.de",0,"K20000","K"
"18785",23048,"dane-autovermietung.com",0,"K15000","K"
"18786",23049,"dancejoy.de",0,"K21000","K"
"18787",23050,"dancefitlahr.de",0,"K21000","K"
"18788",23051,"dance-and-friends.de",0,"K21000","K"
"18789",23052,"danamarch.de",0,"K21000","K"
"18790",23053,"damp-ferienhaus-ostsee.com",0,"K18000","K"
"18791",23054,"damfastore-stuttgart.de",0,"K16000","K"
"18792",23055,"dalsheimereisdiele.de",0,"K19000","K"
"18793",23056,"dalg.eu",0,"K20000","K"
"18794",23057,"dakinijewels.com",0,"K16000","K"
"18795",23058,"dachweisshaar.de",0,"K14000","K"
"18796",23059,"dachtechnik-stieb.de",0,"K14000","K"
"18797",23060,"dachschaden24.de",0,"K14000","K"
"18798",23061,"dachklempnerei-baumgardt.de",0,"K14000","K"
"18799",23062,"dachdeckermeister-stubbusch.de",0,"K14000","K"
"18800",23063,"dachdeckermeister-lange.de",0,"K14000","K"
"18801",23064,"dachdeckerei-worms.de",0,"K14000","K"
"18802",23065,"dachdeckerei-willrich.de",0,"K14000","K"
"18803",23066,"dachdeckerei-kugel.de",0,"K14000","K"
"18804",23067,"dachdeckerei-kruppa.de",0,"K14000","K"
"18805",23068,"dachdeckerei-hirsekorn.com",0,"K14000","K"
"18806",23069,"dachdeckerei-frecke.com",0,"K14000","K"
"18807",23070,"dachdeckerbirgerstadermann.de",0,"K14000","K"
"18808",23071,"dachdecker-schuetz.de",0,"K14000","K"
"18809",23072,"dachdecker-plus.de",0,"K14000","K"
"18810",23073,"dachdecker-pauluschat.de",0,"K14000","K"
"18811",23074,"dachdecker-lippoldt.de",0,"K14000","K"
"18812",23075,"dachdecker-keinecke.de",0,"K14000","K"
"18813",23076,"dachdecker-demski.de",0,"K14000","K"
"18814",23077,"dach-und-wand-hanau.de",0,"K14000","K"
"18815",23078,"dach-rose.com",0,"K14000","K"
"18816",23079,"dach-nies.de",0,"K14000","K"
"18817",23080,"dach-fassade-koennern.de",0,"K14000","K"
"18818",23081,"da-vide.de",0,"K19000","K"
"18819",23082,"d-town.de",0,"K19000","K"
"18820",23083,"d-casi.de",0,"K22000","K"
"18821",23084,"czarina-beauty.de",0,"K22000","K"
"18822",23085,"cza-reinigungsdienst.de",0,"K30000","K"
"18823",23086,"cz-design-bayern.de",0,"K14000","K"
"18824",23087,"cyclecowboys.de",0,"K17000","K"
"18825",23088,"cybertron.berlin",0,"K23000","K"
"18826",23089,"cuxzimmer-vermietung.de",0,"K18000","K"
"18827",23090,"cuxferien.com",0,"K18000","K"
"18828",23091,"cusakschagen.de",0,"K24000","K"
"18829",23092,"curry-at-the-wall-berlin-mitte.com",0,"K19000","K"
"18830",23093,"cucina-caputo.de",0,"K19000","K"
"18831",23094,"css-gebaeudeservice.de",0,"K30000","K"
"18832",23095,"csp-photodesign.de",0,"K20000","K"
"18833",23096,"csa-architektur.de",0,"K14000","K"
"18834",23097,"cs-wohnungsagentur.de",0,"K25000","K"
"18835",23098,"cs-sl.de",0,"K12000","K"
"18836",23099,"cs-physio.com",0,"K32000","K"
